time ,NoDur,Durbl,Manuf,Enrgy,Chems,BusEq,Telcm,Utils,Shops,Hlth ,Money,Other
197801,  -5.30,  -6.86,  -5.70,  -6.90,  -6.56,  -4.65,  -4.16,  -4.57,  -6.85,  -1.86,  -6.03,  -4.48
197802,   0.13,   0.41,  -1.80,  -1.10,  -3.98,  -3.50,   4.12,  -0.40,  -0.43,  -3.00,   0.06,  -0.40
197803,   4.15,   6.11,   4.28,   2.03,   2.73,  -0.77,   2.63,   2.48,   2.77,   4.16,   5.13,   5.78
197804,   6.90,   9.68,  11.49,   6.76,  11.22,  13.36,   2.96,   0.23,  10.89,   9.20,  10.00,   8.55
197805,   4.25,   0.13,   5.49,   0.81,   1.27,   1.59,  -0.39,   0.71,   1.26,   5.25,   1.33,   3.97
197806,  -0.26,  -2.86,  -1.45,  -3.73,  -1.62,  -0.41,  -1.53,   0.82,  -1.95,   1.10,  -0.49,  -0.01
197807,   3.56,   4.63,   8.57,   3.44,   5.16,   8.69,   1.43,   2.82,   5.07,   8.87,   5.15,   8.29
197808,   4.13,   2.88,   3.92,   5.13,   3.76,   6.08,   3.57,   0.47,   5.56,   1.00,   5.63,   7.18
197809,  -0.39,  -0.45,  -2.29,   4.76,  -1.43,  -4.24,   1.21,  -0.26,  -2.59,  -2.75,  -0.87,  -1.68
197810, -11.57, -11.18, -12.35, -10.61,  -8.97, -10.74,  -4.53,  -7.08, -14.05, -12.84, -11.40, -17.16
197811,   2.21,   0.78,   3.52,   6.21,   1.75,   5.14,   3.01,   3.01,   2.58,   5.18,   1.76,   3.46
197812,   1.73,  -0.56,   1.76,   2.95,   0.84,   6.54,   0.10,  -1.23,  -0.61,   3.42,   1.45,   1.17
197901,   4.19,   4.99,   6.89,   3.19,   4.63,   4.26,   3.64,   6.35,   5.64,   1.42,   5.28,   7.11
197902,  -3.51,  -3.54,  -4.70,   0.64,  -3.81,  -3.32,  -0.63,  -1.62,  -4.33,  -4.52,  -3.37,  -3.11
197903,   4.07,   6.60,   7.45,   9.30,   6.97,   7.54,   0.16,   2.35,   5.96,   5.05,   7.42,   9.08
197904,   0.22,   2.99,  -0.17,   4.31,  -0.89,   0.36,  -2.13,  -2.72,   0.69,   0.42,   1.44,   1.65
197905,  -1.77,  -0.79,  -2.05,  -2.31,  -2.93,  -1.97,   0.09,   1.39,  -2.55,  -2.64,   0.16,  -0.88
197906,   3.28,   2.99,   3.89,   9.20,   2.39,   0.41,   1.95,   4.99,   2.95,   4.83,   8.68,   5.00
197907,   2.07,   2.05,   1.87,   1.70,   2.85,  -1.72,  -0.11,   2.12,   1.15,   0.14,   3.25,   3.38
197908,   7.55,   4.71,   7.34,   7.96,   7.79,   6.01,   1.57,   2.05,   8.81,   8.54,   5.08,   6.78
197909,  -1.91,   0.43,  -1.38,   5.84,   0.87,  -1.74,  -2.39,  -2.14,  -0.78,  -0.54,  -1.08,  -0.22
197910,  -7.68,  -9.43,  -9.10,  -2.39,  -8.11,  -7.75,  -5.03,  -5.80,  -8.80,  -4.34, -10.09, -10.24
197911,   5.16,  -2.35,   4.81,   8.91,   5.35,   8.18,   4.06,   7.79,   3.95,   8.75,   6.33,   7.83
197912,   3.37,   3.38,   4.56,   2.68,   3.96,   1.69,  -1.53,  -0.92,   2.98,   2.08,   1.70,   7.00
198001,   3.12,   9.05,   8.81,  14.16,   2.18,   7.51,  -2.05,   1.60,   0.92,  -1.29,   2.07,   9.38
198002,  -4.79,  -6.31,  -2.94,  12.59,  -1.84,  -3.59,  -1.48,  -3.36,  -4.82,  -4.63,  -4.98,  -1.64
198003,  -8.16,  -8.74, -12.32, -17.79,  -9.99, -12.67,  -2.64,  -6.67,  -8.52,  -2.84,  -8.83, -15.65
198004,   6.52,  -1.91,   2.40,   6.85,   5.58,   0.56,   7.30,  11.96,   3.43,   4.28,   6.81,   5.24
198005,   7.89,   4.31,   5.52,   4.05,   7.79,   4.79,   5.02,   4.61,  10.70,   6.96,   7.81,   8.44
198006,   2.99,   2.78,   2.93,   5.81,   1.05,   3.07,  -0.59,   4.54,   2.39,   0.21,   4.97,   5.38
198007,   7.76,  11.75,  11.40,   1.67,   9.36,  15.42,   1.02,  -0.12,  10.65,   8.89,   3.16,  10.89
198008,   1.45,   1.46,   1.69,   3.79,   1.94,   3.64,   6.31,  -1.08,   1.99,   0.30,   1.92,   3.52
198009,   0.20,   0.97,   3.96,   6.80,   0.84,   1.90,  -1.59,   0.17,   1.12,   3.60,   2.65,   4.71
198010,   0.28,  -1.73,   1.18,   8.00,  -1.47,   1.76,  -3.24,   2.01,  -1.57,  -1.29,   0.05,   3.25
198011,   0.92,   4.77,   9.03,  24.56,   7.27,   9.87,   0.01,   7.51,   2.96,   8.81,   5.60,   9.20
198012,   1.04,  -1.16,  -2.63, -10.88,  -0.97,  -1.01,   0.82,  -2.02,  -1.45,   4.61,   3.21,  -4.64
198101,   2.00,  -2.20,  -2.93, -10.36,   0.31,  -8.23,   5.53,  -2.72,   0.43,  -1.57,  -2.50,  -2.61
198102,   2.49,   6.40,   4.32,  -0.47,   4.72,   0.34,   2.15,  -1.32,   2.82,   1.85,   1.97,   1.41
198103,   6.93,   7.07,   7.20,  -2.49,   2.42,   5.08,   1.16,   2.96,  12.70,   5.87,   6.86,  10.11
198104,   1.16,   1.81,  -0.62,  -7.45,  -1.19,  -0.03,   6.21,  -2.58,   2.98,   3.00,   0.61,   1.33
198105,   2.64,   2.89,   0.00,  -4.01,  -1.08,   4.31,   7.14,   1.95,   2.73,   3.47,   2.76,   2.25
198106,  -0.20,  -4.21,  -2.58,   4.75,   1.69,  -6.69,  -1.91,   3.45,  -1.59,  -5.58,   1.72,  -3.84
198107,  -0.65,  -2.97,  -2.48,   7.86,  -3.67,  -3.62,   0.37,   2.80,  -3.20,  -3.89,  -3.07,  -2.31
198108,  -5.11,  -7.84,  -7.29,  -6.40,  -5.64,  -7.25,  -0.80,  -0.84,  -5.28,  -7.75,  -5.19,  -5.93
198109,  -2.18,  -2.97,  -7.27, -12.30,  -6.58,  -3.64,   2.81,  -5.56,  -3.75,  -1.33,  -2.47,  -9.17
198110,   7.51,  -4.14,   3.01,  10.00,   5.81,   5.08,   6.03,   4.87,   6.87,   7.95,   7.45,   6.84
198111,   2.69,   4.82,   4.64,   6.86,   3.46,   1.45,   2.64,   5.91,   1.00,   3.93,   5.66,   4.30
198112,  -1.79,   0.41,  -1.11,  -6.54,  -2.42,  -0.05,  -1.43,  -2.33,  -2.17,  -0.75,  -3.88,  -3.52
198201,  -0.90,   1.21,  -3.73,  -8.58,  -1.79,   2.99,   0.67,  -0.69,   0.19,   1.45,  -2.13,  -4.75
198202,  -1.97,  -1.94,  -5.64, -10.94,  -6.10,  -5.12,  -5.70,  -0.43,  -1.45,  -1.80,  -2.93,  -5.36
198203,   2.47,   3.64,  -1.92,  -3.61,  -1.04,  -3.69,   2.05,   1.63,   4.25,  -2.58,  -1.04,  -1.68
198204,   6.64,   4.48,   2.46,   4.40,   4.94,   7.52,  -0.17,   3.83,   5.45,   7.34,   3.29,   4.30
198205,  -3.21,  -1.82,  -4.88,   2.47,  -3.92,  -5.35,  -1.05,  -0.50,  -2.68,  -3.05,  -5.57,  -5.42
198206,   1.70,   2.70,  -2.14,  -6.47,  -3.64,  -2.32,  -2.55,  -2.24,   2.95,  -0.73,  -2.54,  -2.34
198207,  -0.46,  -0.40,  -2.21,  -7.95,  -2.63,   1.72,   1.18,  -2.61,   0.16,   0.81,  -3.03,  -3.01
198208,   9.21,  13.76,  13.55,   9.83,  14.27,  12.86,  10.84,  11.92,  12.48,  12.38,  11.47,  11.07
198209,   5.32,  -0.72,  -1.34,   1.95,  -0.12,   1.16,   1.03,   1.09,   4.64,   1.34,   5.97,   1.29
198210,  10.58,  16.56,  13.34,   5.61,  12.05,  17.05,   8.18,   4.90,  16.94,   8.34,  15.17,  16.55
198211,   5.16,   8.22,   6.08,  -4.39,   4.84,  10.71,   6.01,   0.11,  11.01,   5.24,   6.46,   9.61
198212,   0.85,   3.14,   1.94,   5.47,  -1.81,   2.71,  -1.23,   4.28,  -2.15,   0.54,  -2.31,   0.22
198301,  -1.02,   5.12,   4.34,   3.70,   6.82,   8.37,  12.35,   3.65,   1.44,   1.48,   0.48,   6.55
198302,   3.76,   3.56,   4.33,  -0.39,   3.22,   3.67,  -0.30,   1.45,   8.06,   2.78,   5.47,   3.43
198303,   7.39,  -1.07,   1.95,   5.99,   2.60,   0.66,   0.71,   0.30,   8.56,   4.61,   6.85,   2.20
198304,   6.30,  11.03,   5.76,   9.46,   7.68,   7.54,   5.13,   4.78,   8.68,   5.10,   9.05,   7.00
198305,  -0.88,  -2.14,   2.63,   1.30,   1.27,   2.63,  -1.28,   2.62,   0.40,  -2.70,   0.66,   5.26
198306,   2.97,  10.40,   1.62,   6.48,   1.62,   6.20,   0.23,  -0.41,   6.12,   6.87,   0.25,   3.66
198307,  -2.60,  -3.62,  -2.75,  -2.31,  -1.83,  -5.38,  -5.17,   1.05,  -3.31,  -5.60,  -2.89,  -4.94
198308,   0.64,  -2.48,  -0.98,   7.19,   4.72,  -1.02,   2.19,   1.50,  -4.83,  -1.08,   0.78,  -3.43
198309,   4.59,   4.44,   3.16,  -4.85,   0.69,   2.15,   2.26,   4.66,   2.30,   1.29,   1.98,   0.98
198310,  -0.24,   0.36,  -2.39,  -2.11,  -2.00,  -6.93,  -5.22,   3.07,  -1.60,  -2.15,  -2.96,  -5.92
198311,   2.27,   4.12,   7.70,  -0.56,   3.24,   2.12,   3.17,  -1.56,   4.42,  -3.03,   3.93,   5.96
198312,  -0.46,   0.97,  -0.15,   1.90,  -3.12,   0.46,  -1.52,  -3.64,  -4.78,  -3.58,  -0.73,  -1.19
198401,  -0.76,  -5.39,  -3.35,   9.98,  -4.11,  -6.22,   4.06,   1.49,  -5.90,  -0.61,  -0.50,  -3.50
198402,  -5.73,  -6.08,  -6.72,   3.88,  -6.39,  -5.90,  -3.70,  -3.36,  -4.47,  -1.99,  -4.56,  -5.51
198403,   1.56,   0.37,   2.40,   0.16,   5.40,   1.78,  -4.21,  -0.24,   1.26,  -0.69,   2.09,   3.06
198404,   0.48,   1.30,  -0.41,   4.07,   1.02,  -0.40,   2.18,  -0.39,   0.24,   2.29,  -1.21,  -3.62
198405,  -2.40,  -5.56,  -6.02,  -5.07,  -5.08,  -5.40,  -3.49,  -0.83,  -5.14,  -6.48,  -7.43,  -5.92
198406,   6.31,   1.99,   3.85,  -2.21,   1.85,   1.67,  12.26,   0.48,   7.40,   3.83,   2.29,   2.22
198407,  -1.72,   2.59,  -1.36,  -7.16,  -1.93,  -2.23,   2.87,  -0.03,   0.12,  -3.84,  -0.63,  -4.47
198408,   8.77,  10.00,  12.17,  13.74,  11.53,  13.82,   7.15,   7.75,   9.89,  10.26,  11.02,  11.68
198409,   1.26,  -0.14,  -2.55,   2.11,  -2.40,  -3.94,   4.04,   4.81,   0.02,  -4.41,   3.24,   0.05
198410,   1.43,   2.16,   0.80,  -4.50,  -0.12,  -0.45,  -3.52,   3.32,  -0.72,   1.60,   1.20,  -0.46
198411,   0.31,  -2.99,  -1.61,  -1.00,  -0.82,  -3.88,   0.46,   3.03,  -2.81,  -0.03,   0.29,  -1.80
198412,   2.45,   4.59,   2.51,  -0.56,   1.32,   2.48,   5.33,   2.64,   0.70,   2.79,   4.47,   1.86
198501,   5.02,   9.81,   9.56,   6.51,   5.79,  12.50,   5.25,   2.39,  13.24,   8.28,   8.85,  12.21
198502,   5.04,  -1.59,   1.10,   3.81,   1.94,  -1.36,   3.37,   1.39,   2.05,   3.59,   2.16,   2.26
198503,   4.69,  -5.24,  -3.34,   1.56,  -1.40,  -5.95,   4.45,   6.11,  -0.56,   3.01,   0.11,  -0.88
198504,  -2.12,  -3.45,  -2.09,   3.86,  -0.10,  -3.71,  -0.71,   1.62,   0.11,  -1.73,   2.55,  -1.05
198505,   7.90,   5.94,   5.75,   0.65,   6.94,   2.82,   8.35,   5.51,   9.61,   9.59,   6.26,   6.57
198506,   2.72,   1.51,   1.43,  -0.79,   1.92,  -0.74,   4.50,   3.63,   1.56,   2.29,   2.96,   2.78
198507,  -2.58,   2.40,   3.42,  -0.34,   3.40,   4.56,  -4.54,  -4.70,  -4.03,  -0.40,  -1.34,   3.08
198508,   0.76,  -2.62,  -1.25,   1.40,  -0.89,  -2.61,   0.52,   1.92,  -0.62,  -0.80,  -0.40,  -0.51
198509,  -0.65,  -3.26,  -4.28,  -1.31,  -3.10,  -4.70,  -4.20,  -5.31,  -4.29,  -3.89,  -4.45,  -6.20
198510,   3.58,   0.87,   1.82,   6.16,   6.81,   3.01,   4.07,   6.30,   6.80,   3.19,   7.65,   3.06
198511,   8.48,   9.98,   8.43,   0.48,   6.51,   8.54,   7.37,   4.24,   7.89,   9.78,   7.62,   7.08
198512,   5.42,   7.18,   4.15,  -3.15,   5.63,   8.29,   6.20,   4.85,   4.57,   3.48,   4.98,   3.29
198601,   1.84,   2.19,   2.09,  -6.77,   0.30,  -0.34,  -3.94,   3.78,   1.49,   1.14,   3.50,   3.64
198602,  10.81,  10.92,   9.69,   0.76,  11.23,   4.95,   7.38,   6.55,   7.69,   6.08,   8.61,   7.54
198603,   8.03,   7.91,   5.99,   0.01,   5.98,  -0.24,   3.79,   3.95,   8.64,  12.05,   5.86,   5.57
198604,   0.43,  -3.55,  -2.85,   0.71,   0.91,   3.91,   2.43,  -3.89,   0.17,   0.72,  -3.34,  -0.39
198605,   8.85,   3.18,   3.73,   7.31,   6.09,   0.84,   4.80,   3.62,   9.90,   7.24,   5.03,   3.76
198606,   6.24,  -1.26,  -0.72,  -2.34,   1.41,  -4.02,   5.43,   5.08,   3.86,   5.67,   2.00,   0.29
198607,  -5.70,  -9.04,  -7.93,  -5.34,  -5.89,  -8.24,  -3.02,   5.14,  -9.52,  -5.36,  -5.42,  -9.67
198608,   2.62,   7.52,   6.90,  16.62,   4.54,   7.02,   6.87,   7.90,   1.73,   4.01,   7.14,   6.15
198609, -10.82,  -8.18,  -6.66,  -0.95,  -7.00,  -7.08,  -9.29,  -9.09,  -8.41, -12.57, -10.33,  -3.67
198610,   8.86,   6.49,   5.55,   2.03,   8.52,   0.53,   4.66,   5.24,   7.45,   7.93,   3.52,   6.61
198611,   0.74,   4.83,   2.58,   3.08,   3.34,   3.59,   3.94,   0.55,   1.83,   1.35,  -0.89,   0.22
198612,  -3.19,  -2.19,  -1.52,  -0.49,  -2.62,  -3.78,  -3.73,  -3.31,  -6.27,  -1.25,  -2.34,  -3.12
198701,  14.51,  18.81,  14.08,  13.91,  14.77,  16.53,   5.31,   9.30,  11.53,  13.16,  10.48,  13.36
198702,   5.62,   3.47,   4.67,  -1.63,   4.98,   9.49,   0.04,  -2.15,   9.87,  11.28,   3.95,   6.97
198703,   1.07,   4.63,   2.41,  12.28,   4.86,   2.76,   1.43,  -1.66,   1.75,   0.15,  -1.49,   3.16
198704,  -3.66,   4.08,  -1.93,   0.11,  -0.20,   4.42,  -2.42,  -4.33,  -2.85,  -2.46,  -4.95,  -1.49
198705,   2.57,  -1.41,   0.37,   3.04,   0.84,   0.26,   3.33,  -1.85,  -0.11,   1.23,  -0.72,   1.89
198706,   6.82,   2.98,   4.99,   5.72,   5.20,  -0.05,   7.04,   3.39,   6.51,   4.76,   4.97,   3.67
198707,   5.68,   6.96,   8.54,   3.32,   4.43,   0.92,   6.01,  -1.68,   5.90,   5.75,   1.92,   7.26
198708,   3.73,   5.68,   2.54,   1.74,   2.98,   7.56,   5.10,   3.71,   3.32,   2.20,   5.83,   1.11
198709,  -2.75,  -3.98,   0.89,  -3.81,  -0.76,  -2.85,   2.99,  -2.31,  -6.34,  -2.55,  -2.29,  -0.63
198710, -21.03, -26.93, -28.58, -18.41, -24.59, -25.79, -12.35,  -6.94, -28.23, -20.46, -21.12, -29.21
198711,  -8.02,  -8.52,  -4.41, -10.53,  -6.68,  -9.88,  -8.92,  -2.53,  -8.48,  -9.31,  -7.18,  -5.28
198712,   7.52,   8.61,  10.22,   6.70,  12.36,  11.75,   4.27,   0.57,   8.55,   5.34,   3.57,  10.03
198801,   3.02,   4.48,   0.79,   8.61,  -0.60,  -2.47,   9.76,   9.76,   5.63,   6.37,   8.92,   0.62
198802,   6.01,   6.27,   8.25,   3.53,   6.00,   7.45,   1.32,  -1.43,  10.52,   4.20,   3.03,   7.56
198803,  -1.52,  -4.17,  -0.39,   2.49,  -2.81,  -4.80,  -3.82,  -3.17,  -0.99,  -2.55,  -2.60,   1.68
198804,  -0.07,   2.90,   1.89,   4.54,   1.09,   2.67,   0.67,  -0.29,   1.74,  -1.99,  -0.49,  -0.26
198805,  -0.30,   1.23,   0.06,  -0.49,  -1.12,  -1.37,   2.17,   3.59,  -1.36,  -0.26,   2.02,  -1.44
198806,   3.41,   8.26,   7.67,  -2.01,   6.86,   9.49,   3.01,   3.23,   6.68,   2.68,   5.53,   7.14
198807,   1.62,  -0.82,  -1.95,   3.50,  -3.33,  -5.12,   0.02,  -0.26,  -0.80,   0.49,   0.25,  -1.88
198808,  -0.22,  -6.68,  -4.73,  -1.50,  -3.66,  -8.21,  -3.05,  -0.13,  -2.56,  -1.08,  -0.02,  -2.51
198809,   6.49,   3.90,   3.64,  -2.41,   2.93,   2.85,   7.36,   2.71,   8.06,   3.86,   3.92,   4.53
198810,   8.16,   3.33,   0.59,   1.82,   0.95,   0.00,   2.80,   2.53,   1.70,   1.22,  -0.19,   0.38
198811,  -1.14,  -0.94,  -1.93,  -0.31,  -2.69,  -3.13,   0.34,  -0.46,  -2.83,  -2.16,  -2.62,  -1.27
198812,   3.51,   0.26,   2.41,   1.83,   4.84,   4.89,   1.62,   1.02,   1.48,   1.83,  -0.14,   2.77
198901,   5.64,   7.60,   6.70,   6.32,   9.46,   7.10,   8.96,   2.76,   6.36,   6.80,   6.75,   7.09
198902,  -1.40,  -2.99,  -2.04,  -1.31,  -2.21,  -3.75,  -1.22,  -1.82,  -1.80,  -1.15,  -0.37,  -0.40
198903,   5.43,  -1.41,   0.54,   3.82,   2.76,  -5.53,   5.56,   0.57,   2.88,   4.96,   4.74,   1.19
198904,   5.73,   0.47,   5.44,   2.61,   5.05,   5.18,   9.63,   3.90,   5.53,   5.41,   3.88,   5.95
198905,   5.37,   2.30,   4.30,   2.82,   2.12,   2.46,   5.79,   5.34,   5.27,   3.43,   4.12,   4.32
198906,   1.48,   1.28,  -3.17,  -0.96,  -1.53,  -3.27,  -0.03,   3.40,  -2.06,  -2.74,   0.87,   1.01
198907,  11.98,   5.12,   7.85,   3.76,   7.12,   2.96,   8.57,   5.80,   9.14,  13.89,   8.16,   8.05
198908,  -1.99,   5.43,   3.44,   3.36,   6.88,   2.58,   1.02,  -0.80,   2.70,   0.37,   1.95,   5.94
198909,  -0.54,  -4.60,  -2.15,   1.41,  -3.43,  -2.79,   3.81,   0.48,  -2.23,   2.38,   2.11,   0.31
198910,  -2.49,  -5.70,  -4.63,   0.46,  -3.74,  -4.56,  -2.04,   1.01,  -4.11,   0.39,  -3.98,  -6.22
198911,   1.68,  -1.18,   3.34,   3.93,   2.42,  -1.81,   1.99,   3.23,   1.36,   4.53,  -0.46,   0.76
198912,   1.36,  -1.45,   2.33,   5.86,   4.56,  -1.06,   5.73,   4.79,   1.24,   1.05,  -2.47,   0.18
199001,  -9.43,  -3.84,  -5.55,  -4.14,  -8.05,  -1.25, -13.40,  -5.35,  -6.24,  -7.37,  -9.78,  -7.16
199002,  -0.39,   5.13,   2.71,   3.03,   2.18,   4.02,  -0.34,   0.22,   1.92,  -2.06,   2.33,   3.01
199003,   4.54,   2.90,   4.59,  -0.48,   2.22,   4.47,   4.18,  -0.75,   5.30,   3.86,  -1.55,   1.79
199004,  -0.27,  -4.04,  -2.98,  -3.59,  -2.16,  -2.02,  -3.46,  -5.51,  -1.91,   0.29,  -4.23,  -2.22
199005,   9.04,   7.76,   7.75,   5.95,   8.93,  12.56,   9.39,   5.42,  11.70,  12.76,   9.28,   8.71
199006,   2.03,  -2.25,  -0.62,  -2.08,  -0.54,  -1.24,  -4.71,   0.75,   1.62,   4.44,  -1.83,  -1.05
199007,  -0.81,  -3.48,  -0.02,   8.23,   0.80,  -7.55,  -4.59,   0.88,  -4.01,   2.59,  -4.55,  -1.61
199008,  -7.36, -14.27, -11.91,  -1.20, -12.43, -12.10, -10.72,  -6.63, -12.17,  -6.82, -11.03, -11.94
199009,  -4.11, -10.58,  -8.59,  -1.59,  -6.69,  -6.69,   1.29,   0.48,  -8.42,  -4.35, -11.44,  -7.60
199010,   2.45,  -3.22,  -3.61,  -4.20,   2.45,  -3.59,   2.80,   7.23,  -3.07,   1.43,  -7.03,  -5.22
199011,   6.55,   4.11,   6.79,   1.63,   8.77,  11.12,   3.10,   2.30,  10.37,   9.45,  14.30,   5.31
199012,   4.41,  -0.44,   5.28,  -2.17,   4.00,   4.17,   1.75,   0.80,   3.39,   2.75,   5.47,   5.41
199101,   5.15,   7.29,   8.17,  -2.01,   2.60,  14.93,   0.18,  -1.37,   9.41,   4.53,   7.18,   8.15
199102,  10.29,  10.24,   6.02,   8.39,   5.85,   6.22,   3.41,   4.83,   8.04,   9.85,  10.84,   8.00
199103,   4.78,   1.16,   1.44,   1.28,   1.15,   0.17,   2.34,   1.71,   8.61,   5.43,   5.81,  -0.90
199104,  -0.96,  -2.35,  -0.41,   2.53,   2.26,  -2.94,   1.12,  -0.03,   1.96,  -1.12,   1.73,   0.47
199105,   3.59,  14.72,   7.14,  -1.39,   7.92,   3.77,  -1.45,   0.16,   7.53,   4.61,   4.64,   5.38
199106,  -4.95,  -4.46,  -4.03,  -3.70,  -4.61,  -8.91,  -1.90,  -2.37,  -4.18,  -4.16,  -5.29,  -5.06
199107,   5.67,  -0.41,   2.27,   5.02,   5.15,   4.64,   3.20,   3.99,   5.40,   8.44,   5.68,   2.80
199108,   5.40,  -2.14,   2.14,   1.75,   1.55,   2.79,   0.84,   3.53,   3.67,   2.86,   4.38,   0.63
199109,  -3.25,  -2.68,  -2.50,  -0.70,  -1.85,  -1.34,   0.54,   3.73,  -3.25,  -0.40,  -0.20,  -1.22
199110,  -0.60,  -1.99,   1.68,   2.03,   1.17,   1.97,   2.11,   1.23,  -1.96,   6.64,   2.12,   2.78
199111,  -0.52,  -7.97,  -5.63,  -7.67,  -5.06,  -4.36,  -4.92,   1.89,  -1.21,  -2.55,  -5.12,  -5.87
199112,  14.63,   7.64,  11.53,   1.94,  11.47,   9.17,   9.83,   5.01,  13.00,  16.47,  13.26,  11.16
199201,  -3.05,  10.49,   1.94,  -4.15,   2.80,   6.60,  -2.62,  -4.58,   0.33,  -5.55,   0.84,   4.78
199202,   1.10,  12.28,   2.31,  -0.52,   1.47,   3.88,  -1.21,  -1.23,   2.60,  -2.59,   2.97,   3.47
199203,  -1.56,   0.79,  -2.12,  -2.78,   0.64,  -5.17,  -0.98,  -0.53,  -1.33,  -5.46,  -0.82,  -4.76
199204,   0.74,   7.90,   2.03,   9.47,   5.00,  -0.98,   6.85,   2.68,  -3.48,  -2.15,   0.90,  -0.30
199205,   1.38,  -1.92,  -0.63,   3.20,  -0.41,   0.08,  -1.70,   2.54,   0.18,   1.08,   2.53,  -0.57
199206,  -2.88,   2.16,  -2.18,  -3.48,  -5.58,  -4.07,   1.24,   0.54,  -1.90,  -4.68,   1.25,  -2.67
199207,   4.67,   0.43,   1.99,   5.35,   5.20,   3.01,   5.37,   6.69,   3.84,   5.73,   3.67,   2.15
199208,   0.85,  -9.46,  -2.97,   2.57,  -4.72,  -4.54,  -1.05,  -0.49,  -0.55,  -3.30,  -3.22,  -3.85
199209,   1.10,   0.29,   2.09,   0.14,   1.23,   3.37,   1.81,   0.82,   4.04,  -4.90,   3.37,   3.65
199210,  -0.85,   0.06,   0.11,  -3.46,   2.34,   2.14,  -0.53,  -0.42,   4.32,   3.32,   2.82,   3.25
199211,   3.65,   8.64,   4.72,  -2.64,   2.40,   6.32,   4.29,  -0.24,   7.19,   4.87,   6.51,   4.95
199212,   0.08,   3.37,   2.12,   1.92,   0.12,   0.01,   5.57,   2.70,   0.61,  -1.40,   4.61,   2.02
199301,  -0.78,   9.48,   1.21,   2.75,  -2.76,   4.86,   1.16,   2.45,   0.03,  -6.77,   3.65,   2.41
199302,  -2.05,  -0.28,   1.53,   6.01,   1.93,  -0.28,   5.72,   6.21,  -1.52,  -8.94,   0.99,  -1.00
199303,   0.01,   5.45,   2.70,   4.10,   1.25,   2.23,   3.26,   1.77,   2.77,   0.81,   4.36,   2.76
199304,  -9.24,   2.31,  -0.68,   1.18,   1.25,  -3.66,  -2.87,  -0.15,  -8.14,   1.31,  -3.71,  -2.08
199305,   2.67,   1.08,   2.86,   1.74,   1.30,   8.78,   4.23,  -0.06,   5.87,   3.61,   0.43,   4.74
199306,  -0.75,   3.31,   0.56,  -1.12,  -1.98,  -0.44,   4.64,   3.18,  -2.89,  -2.92,   3.89,  -1.53
199307,  -2.36,   1.68,   0.39,   0.48,  -0.96,  -3.90,   2.15,   1.95,   0.65,  -6.00,   2.40,   1.16
199308,   4.28,   0.50,   3.84,   4.22,   2.45,   6.43,   5.47,   3.67,   3.97,   3.06,   3.16,   4.18
199309,  -1.79,   0.82,  -1.78,   1.44,  -2.39,   1.30,  -0.48,  -0.63,  -0.32,   0.91,   2.34,   0.13
199310,   6.09,   7.51,   2.47,  -1.87,   4.85,   1.57,   2.59,  -1.96,   4.61,   6.00,  -3.76,   1.50
199311,   0.67,   0.84,   0.99,  -5.89,   1.61,   0.07,  -6.04,  -5.51,   0.67,   1.11,  -3.85,  -0.37
199312,   1.46,   4.51,   4.21,   0.53,   2.62,   3.02,  -0.44,   1.61,  -2.09,   2.49,   2.25,   3.38
199401,  -0.44,   6.96,   4.07,   4.86,   6.59,   4.74,   2.01,  -1.22,   0.63,   1.93,   4.18,   4.93
199402,  -1.28,  -4.36,  -0.54,  -2.97,  -0.76,   1.70,  -5.53,  -4.95,   1.98,  -5.55,  -4.06,  -3.53
199403,  -4.05,  -6.42,  -4.41,  -3.63,  -4.34,  -3.89,  -3.74,  -3.93,  -4.61,  -6.71,  -3.37,  -6.32
199404,   1.22,  -0.45,  -1.36,   4.13,   3.41,  -1.57,   1.42,   2.11,   0.25,   2.40,   2.44,  -1.48
199405,  -1.33,  -2.77,   2.02,   0.89,   2.24,   2.10,   1.66,  -5.35,  -1.91,   4.37,   4.31,  -0.08
199406,  -1.83,  -3.43,  -2.25,  -2.68,  -3.25,  -5.21,   0.71,  -3.13,  -2.62,  -3.69,  -2.60,  -2.77
199407,   2.95,   3.70,   4.82,   3.30,   3.94,   3.89,   3.20,   5.16,   0.81,   1.04,   2.79,   2.27
199408,   6.05,  -0.23,   3.87,  -0.06,   6.82,   9.31,   1.16,   0.66,   4.58,  10.72,   3.55,   3.27
199409,  -0.32,  -5.06,  -1.82,  -2.08,  -1.26,  -0.46,  -1.10,  -2.78,  -2.34,   1.72,  -4.76,  -2.89
199410,   2.16,  -1.46,   0.17,   7.37,   1.55,   7.28,  -0.09,   1.56,   1.22,   0.88,   0.35,  -0.35
199411,  -1.66,  -5.07,  -5.28,  -4.84,  -5.84,  -2.13,  -5.45,   0.26,  -3.39,   0.43,  -5.32,  -4.81
199412,   1.32,   3.83,   4.65,  -0.99,   2.74,   2.52,   0.90,   0.35,  -2.86,   0.53,   1.39,   1.64
199501,   1.84,  -5.84,  -0.20,   0.37,  -0.82,  -0.81,   4.20,   6.23,   1.53,   6.16,   5.64,   2.32
199502,   3.00,   5.07,   5.83,   4.48,   4.74,   6.77,   1.51,   0.82,   2.69,   2.24,   4.93,   4.64
